qRFfPUPlWoo#64	"A no ser que gane la selección el mundial y, entonces, durante unos días la gente se exalta.
Pero es muy raro, ¿no?
La gente no va con la bandera por la calle."	Y esto se debe por supuesto a que el franquismo, del que han pasado 41 años y todavía seguimos hablando de él, y pesa demasiado, no conseguimos quitárnoslo de encima...	1
AWIXgHaliSQ#106	"""Viene el mozo y le dice: """"¿Qué se va a servir?""""""
""Le dice: """"Un té con limón"""".""
""Se dio vuelta, miró a los banqueros, y les dice: """"¿Lo de siempre, no?"""""""	Quien está de paso.	1
sMuL8qCf_S8#97	"Es una fiesta que vertebra toda la sociedad, toda la comunidad, y a gente de todas las ideologías y todas las edades.
Y, sobre todo, tenemos el mayor micro-mecenazgo artístico que existe en el mundo.
Tenemos más de mil presupuestos artísticos para generar arte en la calle."	Y la cantidad de creativos por metro cuadrado es algo que a la gente que viene de fuera le parece increíble.	1
hhpzLTTChfw#25	"En México hay poco más de 10 000 adolescentes en conflicto con la ley.
Se divide en dos, los adolescentes que cometieron un delito grave, y por ende cumplirán su medida a la mal llamada correccional.
Si no es un delito grave, pueden cumplir su sentencia desde su casa o en libertad."	Pueden pensar que hay que apostar por quienes no cometieron un delito grave.	1
tnJ7YS5x3EM#22	"Yo conocía ese lugar, porque había pasado por ahí cientos de veces, pero nunca me había detenido a pensar quiénes eran las personas que iban ahí adentro, ni tampoco qué hacían esas mujeres que esperaban ahí.
Como a las 11 de la noche subieron a mi hijo a uno de esos camiones.
Lo llevaron a Ezeiza, a una cárcel de máxima seguridad."	Le pedí al abogado que por favor lo siguiéramos con el auto porque yo no lo podía dejar, necesitaba saber cómo era ese lugar.	1
pWQ7Mdv8Zak#26	"Es aquella ciencia que se encarga de decirnos qué va a pasar a corto y medio plazo a partir de lo que está pasando ahora.
A partir de aquí, nosotros lo convertimos en posibilidades.
Les pongo un ejemplo muy sencillo: Quizá ahora algunos me acusen de hacer apología del alcohol pero lo siento si va a ser así."	Pero ¿ustedes creen que el botellón lo han inventado las generaciones actuales?	1
akmP-ZwHYiM#119	"No investiga porque sea rico, un país es rico porque investiga.
La ciencia es el motor del progreso, eso está clarísimo.
Pero además, la ciencia y su divulgación científica, puesto que lo decía al principio: si la ciencia no se molesta en llegar a la sociedad, y de eso sabemos mucho los que nos dedicamos a la docencia, a la investigación, a la cultura científica, ya lo hará la pseudociencia."	Huid de la pseudociencia, huid de todo aquello que huela a magia.	1
eA33KGMVopo#67	"Durante una semana esperé, ansiosamente, mis resultados.
Considerando todas las posibilidades, si solo tenía un mes, un año, hasta... ¿quién sabe?
Mi vida tenía que cambiar."	Y me puse a reflexionar en lo que hacía bien, en lo que me gustaba hacer, en lo que me levantaba de la cama cada día para vivir con un propósito.	1
OY-0tG9bD-c#60	"Se despliega una situación nueva, una situación de empatía, de denuncia, se entablan unas conversaciones, se mueven las mesas, se apartan sillas y el problema de la accesibilidad comienza a ser algo común.
Algunas veces, el propietario expresa su intención de solucionar el tema, -lo de bajar las copas, eso ni hablar- pero algún día pondrá una rampa, dice.
Un objeto tan corriente y tan simple como una mesa puede ser algo muy complicado, cuando ni tan siquiera una mesa de catálogo de ortopedia cumple los requerimientos de nuestra compañera Marga Alonso."	Ella diseñó La Mesi, que así la llama, y la construimos entre todos.	1
b_k_OUCn1g0#16	"Desde el intelecto, żes posible explicar una hormiga?
żYo puedo decir, desde el raciocinio, qué es una nube?
żPuedo explicar, desde la ciencia, desde la medicina, por qué enferma la gente?"	żRealmente por qué alguien se enferma?	1
dXuy_sEqAtI#56	"Pero desde luego, y muchos estudios que se han hecho, incluso en la tribu Fore, que es una tribu de Papúa-Nueva Guinea donde han llegado a ser caníbales, se hizo un estudio con los estímulos donde respondían con una sonrisa a exactamente los mismos estímulos que personas de sociedad occidental con las que nunca habían estado en contacto.
Además, la sonrisa produce, científicamente está demostrado, unas endorfinas que hacen que aumente el bienestar en la persona.
""""""Sonrisas de Bombay"""", que es esta organización que, como os he avanzado antes, creé hace 11 años, siguió avanzando en proyectos de educación, de salud y de desarrollo socioeconómico."""	De aquellos 40 niños se pasó y se ha pasado a más de 8 000 personas de las zonas más pobres de esta ciudad de la India en la que vivo desde hace 11 años.	1
YlI-e4QJWG0#63	"Bueno, pues si pensamos que la voz refleja nuestra personalidad.
Si pensamos que la voz refleja nuestro estado de ánimo.
Y pensamos que, claro, si yo de repente estoy triste, muy triste, pues voy a utilizar una intensidad baja."	Si estoy aburrida, también.	1
4RwYYh1gQuQ#68	"Sí, amigos, las personas sordas cantan.
Sí, y son unas de las experiencias más lindas que me llevo.
Algo que me impactó muchísimo, al momento de crear Café en Señas, fue al momento de la contratación."	"""Publicamos en redes sociales, nos reunimos con personas sordas a las que entrevistamos, y bueno, le pregunto a Patty, una chica que trabaja con nosotros, y le digo: """"¿Cómo te enteraste de la publicación que hicimos?""""."""	1
qenVzf4GkqQ#66	"Dicho de una manera más coloquial y es el título de mi intervención.
Enseñar a pescar, es mejor que llevar pescado.
Eso lo hemos oído todos."	Aunque no olviden que hay países donde la situación es tan mala que hay que llevar pescado, porque si no, casi no tendríamos a quién enseñar a pescar.	1
fMIbEGkxM1Q#52	"Se utilizaba la tinta y el Rotring 0,5.
¿Quién no recuerda el Rotring 0,5?
Hoy en día, los mapas se hacen con bits, con el ratón del ordenador."	Antes los mapas se hacían en dos dimensiones, con formas complejas, con topógrafos.	1
O9A0leyCR8E#50	"Cuando yo empecé a ir al cine, más o menos era de esta forma: uno tenía que hacer dos filas, porque por razones sindicales palomitas y refrescos se vendían en dos filas diferentes.
Entonces, si uno iba solo al cine, hay veces que a uno le va mal, y tenía que ir solo, tenía que formarse primero en las palomitas y luego en los refrescos.
Si las palomitas no estaban rancias, no estaba uno en un cine de éstos que estoy describiendo, a muchos de ustedes esto les va a resultar totalmente lejano, de la Compañía Operadora de Teatros S.A. de C.V., una empresa pública paraestatal que operaba buena parte de los cines en el país."	Uno ingresaba a la sala de cine y lo que encontraba era piso pegajoso, si uno tenía suerte no había sólo una especie animal sino dos, el gato persiguiendo a la otra especie.	1
_T2dTRKzWFU#134	"Necesito cómplices ya estoy embarcando a mis amigas organizadoras de TEDx, porque ellas me embarcaron a mí y me dijeron que esto era posible.
Vamos a presentar ante la comisión de género, están invitados.
A pedir que se elabore una ley en la Cámara, en donde sea obligatorio en la enseñanza, la materia de equidad y género desde preescolar."	Que sea obligatoria.	1
jTLWbdfTecY#104	"Realmente una... esa misma aplicación estática, ¿les va a ayudar de la misma manera?
Yo creo que no.
Y aquí empieza la evolución de nuestra herramienta."	Nosotros en ese punto ya no solo nos importaba cuál era la patología del niño: si tenía parálisis, si tenía autismo, qué nivel.	1
yqOEa2jmQYs#28	"Y no había conciencia, según mi apreciación, de que también estas discriminaciones eran incoherentes con el proceso transformador de la revolución.
Por tanto había que encontrar las palabras, el discurso, el lenguaje y los conocimientos, para tratar de generar conciencia, generar cultura en toda nuestra población.
No podemos decir que lo hayamos logrado pero algo se está moviendo."	Algunas conciencias se están despertando.	1
M11ada5SdUI#46	"Estas preguntas nacen de dos únicas preguntas.
La primera: ¿quién soy?
Y la segunda: ¿qué sabe el mundo de mí?"	Y aunque contestar a estas preguntas es lo más complicado que hay, yo tengo que darles un secreto de todos los cuentacuentos del mundo, cuál es este secreto al momento de contar una historia.	1
2WfHVvtd2Co#109	"En la asociación consigo el certificado de discapacidad y me forman en la nave.
Aquí había encontrado mi biblioteca.
Ahí cambiamos todos."	Encontré mi lugar en el mundo.	1
E8r5ayX26D0#19	"Pero así funcionan los prejuicios.
Probablemente alguien en esta sala haya asumido que por ser joven nunca he trabajado, puede que hayáis asumido que por ser mujer no tengo pelos en el cuerpo o tenéis derecho opinar sobre ellos.
Las cosas locas que piensa la gente sobre las mujeres."	O puede que estéis asumiendo que porque soy de Murcia, no entiendo el catalán.	1
YlI-e4QJWG0#236	"Y además tendríamos que hablar lento.
Y el resultado sería éste.
La voz tiene una poderosa influencia."	Ya os estaréis preguntando, este es el quid de la cuestión: ¿Qué tengo que hacer para ser creíble?	1
2MBancGgyCA#67	"""Estudiaba el texto, miraba el diagrama, y le preguntaba: """"Aristarco, ¿por qué?""""""
"" """"¿Por qué lo hiciste así?""""""
Y algunas respuestas fueron apareciendo."	En esta versión corregida del diagrama se arma un lío tremendo con las líneas, se superponen todas, y no se entiende nada.	1
NSk7uN9ywkE#94	"A las nueve y cuarenta todos comienzan a hablar y a disentir y a decir sus opiniones.
Y luego de media hora en esto se acaba el tiempo, todos se tienen que ir y empiezan a planificar la próxima conferencia, la próxima, la próxima asamblea.
Este método es supremamente ineficaz."	Este método desalienta la participación.	1
g6hrH1-zdZI#12	"Podría parecer que las bacterias son capaces de desarrollar soluciones ingeniosas a estos problemas, pero lo que está pasando en realidad, es que las bacterias evolucionan muy rápidamente.
Para que os hagáis una idea, si nosotros tenemos una generación cada más o menos treinta años, las bacterias tienen una generación cada treinta minutos.
Esto significa, que en treinta años, habrán tenido unas quinientas veintiséis mil generaciones."	De los millones y millones de bacterias que se generan, algunas de ellas, por azar, sufren mutaciones o cambios en el ADN, y algunas de esas mutaciones las hacen tener una ventaja frente a las demás bacterias.	1
SCjzSLY6kE8#45	"Y, ¿qué es eso del amor revolucionario?
Es, fundamentalmente, aquello que nos hace levantarnos todos los días con ganas de transformar y de juntarnos.
Es aquello que nos permite no olvidar y seguir soñando en el territorio."	Eso es el amor revolucionario.	1
_2Qq072wIDk#32	"¿Sería más razonable pensar que tendríamos que hacer esfuerzos para tomar todas las decisiones por consenso?
¿Cómo trabajaríamos el hecho de que es muy probable que este número de personas no baste para poder sacar adelante un proyecto de estas características durante mucho tiempo.
Que tendremos que abrirnos para que otros vengan."	Y a esas personas habrá que enseñarles.	1
d9bPp0ZNm3Q#55	"""Otro dice """"Okey, yo hago aquello""""; otro dice """"Yo los ayudo"""".""
Mi trabajo en todo esto es coordinar eso.
E incluso hay empresas, pequeñas empresas argentinas, que son competidoras en un determinado nicho, pero que se dan cuenta de que si participan y colaboran una va a vender un poco más, una va a vender todavía más quizás, pero todas van a crecer, porque lo que crece es la industria nacional."	Y para hacer esto, no tenemos un manual, una receta, porque es algo que nunca antes se hizo en ningún lugar del mundo.	1
vW4CwLn7EqI#101	"Ser emprendedor es una actitud.
La actitud de emprenderse en la aventura de conseguir un sueño.
Y me da igual cual sea, me da igual el sector."	Puede ser... ser mago.	1
L_ILqaa1Zrw#31	"Estaba enojado con la vida.
Yo creo que a todos nos toca trascender y superar un montón de cosas.
En mi caso particular, fue a los 4 o 5 años, o mejor dicho, desde que tengo uso de razón."	Me di cuenta de que era distinto a mis primos, y no solo era distinto a mis primos, sino que también era distinto al resto, porque el resto me decía que yo era otra cosa que la que están viendo en este momento, porque cuando la maestra me hizo subir a leer esa poesía, obviamente dijeron el nombre que tenía en ese momento, que era el nombre de nena que eligieron mis padres cuando nací.	1
W60_o2houKg#32	"Celso, 100 d.C., así de viejo.
¿Por qué tiene que haber inflamación?
Porque nos han agredido."	Nos han agredido estas personas nosotros tenemos, más o menos, tres millones de años y los vecinos que nos agreden tienen 2000 millones de años, de modo que saben mucha más biología molecular que nosotros, aprobaron muchas más materias y nos agreden.	1
a78T5gTFfBE#37	"Un kilo de arroz 1300 litros.
Detrás de casi todo hay agua, sólo que no la vemos.
Esto es el agua virtual para hacer una computadora."	Para un litro de gasolina, una casa, hay muchísima agua detrás, pero esta tiene que ser limpia porque se imaginarán que agüita de otro estilo no puede utilizarse para este tipo de procesos.	1
