_CqkAk3H9K0#201	"Ali, eu mergulhei nos meus mais profundos pensamentos.
Foi ali, tremendo de frio, nas próximas horas, que eu pude perceber que além daquela caverna enorme, física, onde eu estava, existia uma outra caverna, aqui, dentro de mim.
E eu jamais tinha visitado essa caverna."	E que essa caverna interna poderia me revelar uma nova forma de ver a vida, um novo jeito de dar os próximos passos, caso eles realmente acontecessem, por sorte.	1
0rkKyPOeL9k#82	"A história vocês conhecem: ela sentou-se, quando o ônibus encheu, havia brancos em pé, o motorista parou o ônibus e disse que ela tinha que sair dali; ela e as outras pessoas negras que estavam sentadas.
Três saíram e ela ficou, não saiu.
Na verdade, ela continuou sentada e se mudou pro banco ao lado da janela, provavelmente porque gostava mais."	O motorista chamou a polícia, ela foi presa, e diz-se que esse gesto de desobediência da Rosa Parks foi o que iniciou o movimento pela igualdade racial nos Estados Unidos.	1
t3ZfK0jYt54#48	"""""""Agora eu estou bem.""""""
É olhar, sim.
Este foi o primeiro banho, oito pessoas."	A gente já teve até 60 pessoas atendidas.	1
J7Xdjgn2Fm4#28	"Não é um tempo que se conta em dias e horas, é um tempo muito próprio.
No início, é triste, é solitário, é como um... é como se o mundo estivesse em preto e branco.
Aos poucos, bem aos poucos, os dias vão ficando mais leves, o riso vai aparecendo, a vida vai ganhando pinceladas de cores."	Há algo que nasce!	1
Oot4Kr7l25M#90	"Então é a agricultura no modelo mais básico que a gente conhece, praticada há 58 milhões de anos.
Isso começa muito cedo na vida de uma colônia de formigas.
Quando a princesa, que vai ser a futura rainha, sai do ninho da mãe pra se reproduzir e fundar seu ninho, leva com ela um pouquinho desse fungo, que vai ser a base pra que ela comece o cultivo de fungo dentro do interior da colônia dela."	Então, não só é uma atividade conjunta, como ela é herdada familiarmente.	1
VZwzZFICI6Y#43	"Agora todas as plataformas, todos os políticos, defendem pleno-emprego.
Então pleno-emprego deve ser uma coisa boa.
Afinal de contas, o trabalho enobrece e dignifica, dizem."	O trabalho, na verdade, é um valor central da nossa sociedade.	1
kRY4z0flH8U#134	"O que tu achas importante dizer pras pessoas agora?
GB: Eu atuo e sou de São Paulo, né?
Eu mexo muito com as favelas de São Paulo."	Porém, como a CUFA é do território nacional, eu acabo vivendo um pouco o que acontece nas outras favelas também.	1
RITdV-FRnHs#108	"Aqui no Brasil nós temos apenas um único grupo de comunicação háptica.
Um único grupo que divulga todo esse trabalho.
E agora, nós temos um desafio pra vocês."	Nesse desafio, vocês vão vivenciar um pouco como é a surdocegueira.	1
O5kEfOOXUww#156	"Foi falado aqui do olho no olho, do abraço.
A credibilidade: essa pesquisa do Ibope, Secretaria de Comunicação da Presidência da República, mostrou que hoje a taxa de confiança, entre os meios de comunicação, ainda é maior no jornal, rádio, TV.
Os sites aparecem em quinto lugar."	Mas em horas gastas por dia, a internet já é o número um.	1
I6EFpdrdZi0#98	"Seu nome era Antônio e ele insistiu.
Apesar de eu estar começando o meu dia, ele insistiu, e eu aceitei o convite.
Passei o dia com ele, um homem simples."	Ele me contou uma infinidade de histórias, me mostrou seus animais, disse que havia uma cama disponível.	1
